C A Farley (Hudson, MA)
Cardinal Newman Academy (North Chesterfield, VA)
Cardinal Newman High School (Santa Rosa, CA)
Cardinal Newman High School (West Palm Beach, FL)
Cardinal Newman School (Columbia, SC)
Cardinal O'Hara High School (Tonawanda, NY)
Cardinal Ritter College Prep High School (Saint Louis, MO)
Cardinal Ritter High School (Indianapolis, IN)
Cardinal Spellman High School (Brockton, MA)
Cardinal Spellman High School (Bronx, NY)
Cardinal Stritch Catholic High School And Academy (Oregon, OH)
Cardinal Valley Elementary School (Lexington, KY)
Cardington-Lincoln High School (Cardington, OH)
Cardozo Education Campus (Washington, DC)
Cards Program (Leroy, MN)
Care & Treatment Jdc/Von Wald (Rochester, MN)
Career & Academic Re-Engagement Center (Bremerton, WA)
Career & Tech Ed Ctr (El Paso, TX)
Career & Tech Educ Consortium (Freeport, IL)
Career & Technical Center (White Bear Lake, MN)
Career & Technical Education Center (Idaho Falls, ID)
Career & Technology Education Center (Frisco, TX)
Career Academic Placement Program (Jackson, MS)
Career Academy And Technical School (Troutman, NC)
Career Academy At Truman High School (Federal Way, WA)
Career Academy High School (South Bend, IN)
Career And Alternative Pathways To Education Center (Benton Harbor, MI)
Career And College Academy (Elkhorn, WI)
Career And College Prep (Phoenix, AZ)
Career And Life Trans Prg Tin Lake (Roseville, MN)
Career And Technical Center (Greenwood, MS)
Career And Technical Education (Hancock, MI)
Career And Technical Education Center (Burlington, NC)
Career And Technical Education Center (Tawas City, MI)
Career And Technical Education Evening High (Bladensburg, MD)
Career And Technology Center (Natchez, MS)
Career And Technology Center (Welch, WV)
Career And Technology Center Of Anderson 1 & 2 (Williamston, SC)
Career And Technology Educational Centers (Newark, OH)
Career Center (Winston Salem, NC)
Career Center Of Southern Il (Red Bud, IL)
Career Center Preschool (Grand Junction, CO)
Career Connections Academy (Wayland, MI)
Career Development Center (Jackson, MS)
Career Development School (Grand Haven, MI)
Career Educ Assoc Of N Central Il (Loves Park, IL)
Career Education Center (Camarillo, CA)
Career Education Center (Wichita Falls, TX)
Career Education Center Early College (Denver, CO)
Career Education Options Reengagement Program (Bellevue, WA)
Career Enrichment (Albuquerque, NM)
Career Institute Of Technology (Easton, PA)
Career Link (Seattle, WA)
Career Magnet Academy (Knoxville, TN)
Career Opportunities Center (Saginaw, MI)
Career Pathways (Saint Paul, MN)
Career Pathways Institute (Grand Island, NE)
Career Prep Academy Of South (Cutler Bay, FL)
Career Prep Academy Of South Florida South (Florida City, FL)
Career Prep Alternative (Shiprock, NM)
Career Preparation (Novi, MI)
Career Preparation Center (Sterling Heights, MI)
Career Readiness Academy (Colorado Springs, CO)
Career Readiness Academy At Mosley Plc (Wilmington, NC)
Career Success School - Sage Campus (Phoenix, AZ)
Career Success Schools - Stem Academy 7-12 (Phoenix, AZ)
Career Technical Center (Attalla, AL)
Career Technical Center (Decatur, AL)
Career Technical Education Center (Columbiana, AL)
Career Technical Education Charter (Fresno, CA)
Careerline Tech Center (Holland, MI)
Careers In Sports High School (Bronx, NY)
Carefree Christian Academy (Cave Creek, AZ)
Carencro Heights Elementary School (Carencro, LA)
Carencro High School (Lafayette, LA)
Cares School (Jackson, MS)
Carey High School (Carey, OH)
Carey Junior High School (Cheyenne, WY)
Carey Public School (Carey, ID)
Caribou High School (Caribou, ME)
Carillon Elementary School (Oviedo, FL)
Carl A Furr Elementary (Concord, NC)
Carl A Swanson Elementary Sch (Omaha, NE)
Carl Albert HS (Oklahoma City, OK)
Carl C. Cutler Middle School (Mystic, CT)
Carl Cozier Elementary School (Bellingham, WA)
Carl Hayden High School (Phoenix, AZ)
Carl Junction High School (Carl Junction, MO)
Carl Junction Primary K-1 (Carl Junction, MO)
Carl Junction Satellite School (Carl Junction, MO)
Carl Keen Voc (Clarksdale, MS)
Carl Sandburg High School (Orland Park, IL)
Carl Sandburg Jr High School (Rolling Meadows, IL)
Carl Sandburg School (West Valley City, UT)
Carl Stuart Middle School (Conway, AR)
Carl Wunsche Sr H S (Spring, TX)
Carle (William C.) High (Continuation) (Lower Lake, CA)
Carle Place Middle Senior High School (Carle Place, NY)
Carlin C. Coppin Elementary (Lincoln, CA)
Carlin Elementary School (Ravenna, OH)
Carlin High School (Carlin, NV)
Carlinville High School (Carlinville, IL)
Carlinville Intermediate School (Carlinville, IL)
Carlinville Primary School (Carlinville, IL)
Carlisle Area HS (Carlisle, PA)
Carlisle County Elementary School (Bardwell, KY)
Carlisle County High School (Bardwell, KY)
Carlisle High School (Carlisle, AR)
Carlisle High School (Carlisle, IA)
Carlisle High School (Carlisle, OH)
Carlisle Intermediate Elementary School (Carlisle, OH)
Carlisle Junior High School (Carlisle, OH)
Carlisle School (Axton, VA)
Carlisle School (Henderson, TX)
Carlisle-Foster'S Grove Elementary (Chesnee, SC)
Carlmont High (Belmont, CA)
Carlos F Daniels (Carolina, PR)
Carlos Santana Arts Academy (North Hills, CA)
Carlos Truan J H (Elsa, TX)
Carlsbad Early College High (Carlsbad, NM)
Carlsbad Enrichment Center (Carlsbad, NM)
Carlsbad High (Carlsbad, CA)
Carlsbad High (Carlsbad, NM)
Carlsbad Intermediate School (Carlsbad, NM)
Carlsbad Seaside Academy (Carlsbad, CA)
Carlsbad Sixth Grade Academy (Carlsbad, NM)
Carlsbad Village Academy (Carlsbad, CA)
Carlson Elementary School (Idaho Springs, CO)
Carlton Secondary (Carlton, MN)
Carlyle High School (Carlyle, IL)
Carlyle Junior High School (Carlyle, IL)
Carlynton Jshs (Carnegie, PA)
Carmack (San Bernardino, CA)
Carmanainsworth High School (Flint, MI)
Carmel Creek Elementary (San Diego, CA)
Carmel Elementary School (Woodstock, GA)
Carmel High (Carmel, CA)
Carmel High School (Carmel, IN)
Carmel High School (Carmel, NY)
Carmel Middle (Carmel, CA)
Carmel Middle School (Colorado Springs, CO)
Carmel Valley High (Carmel, CA)
Carmen Belen Veiga (Juana Diaz, PR)
Carmen Benitez (Las Piedras, PR)
Carmen D Ortiz Ortiz (Su Sumidero) (Aguas Buenas, PR)
Carmen Hi Southeast Campus (Milwaukee, WI)
Carmen High School Of Science And Technology South Campus (Milwaukee, WI)
Carmen Mid/Hi Northwest Campus (Milwaukee, WI)
Carmi White Cnty Jr High Sch (Carmi, IL)
Carmi-White County High School (Carmi, IL)
Carmichael El (Houston, TX)
Carmichael Elementary Preschool (Sierra Vista, AZ)
Carmichaels Area HS (Carmichaels, PA)
Carmichaels Area Ms (Carmichaels, PA)
Carminati School (Tempe, AZ)
Carnahan Sch. Of The Future (St Louis, MO)
Carnegie HS (Carnegie, OK)
Carnegie Vanguard H S (Houston, TX)
Carney HS (Carney, OK)
Carneynadeau Public School (Carney, MI)
Caro Alternative High School (Caro, MI)
Caro High School (Caro, MI)
Carol City Elementary School (Miami Gardens, FL)
Carol Stream Elem School (Carol Stream, IL)
Carolina Academy (High) (Greenville, SC)
Carolina Adventist Academy (Whiteville, NC)
Carolina Baptist Academy (Reidsville, NC)
Carolina Charter Academy (Angier, NC)
Carolina Christian Academy (Lancaster, SC)
Carolina Christian Academy (Thomasville, NC)
Carolina Christian School (Locust, NC)
Carolina Day School (Asheville, NC)
Carolina Forest High (Myrtle Beach, SC)
Carolina Friends School (Durham, NC)
Carolina International School (Concord, NC)
Carolina Voyager Charter (Charleston, SC)
Caroline Education Community International Psa (Dearborn, MI)
Caroline High (Milford, VA)
Carolyn A. Clark Elementary (San Jose, CA)
Carolyn Beatrice Parker Elementary (Gainesville, FL)
Carolyn Park Middle School (Slidell, LA)
Carolyn Wenz Elem School (Paris, IL)
Carondelet High School (Concord, CA)
Carpe Diem Academia Little Havana (Miami, FL)
Carpe Diem Academy Hammocks (Miami, FL)
Carpe Diem High (Continuation) (Petaluma, CA)
Carpenter (C. C.) Elementary (Downey, CA)
Carpenter El (Deer Park, TX)
Carpenter Hill El (Buda, TX)
Carpinteria Middle (Carpinteria, CA)
Carpinteria Senior High (Carpinteria, CA)
Carr Elementary & Middle School (Clarksville, FL)
Carr Lake Community Day (Salinas, CA)
Carra Academy (Matteson, IL)
Carrabassett Valley Academy (Carrabassett Valley, ME)
Carrabec High School (North Anson, ME)
Carrboro Elementary (Carrboro, NC)
Carrboro High (Carrboro, NC)
Carriage Crest Elementary School (Renton, WA)
Carriage Hill Elementary Sch (Papillion, NE)
Carrie Brazer Center For Autism (Miami, FL)
Carrie Knause Early Childhood Learning Center (Saint Louis, MI)
Carrie P. Meek/Westview K-8 Center (Miami, FL)
Carrier Mills-Stonefort H S (Carrier Mills, IL)
Carrillo Elementary (Carlsbad, CA)
Carrington High School (Carrington, ND)
Carrithers Middle (Louisville, KY)
Carrizo Springs H S (Carrizo Springs, TX)
Carrizo Springs Int (Carrizo Springs, TX)
Carrizozo Elementary (Carrizozo, NM)
Carrizozo High (Carrizozo, NM)
Carroll Academy (Carrollton, MS)
Carroll Co Tech Center (Huntingdon, TN)
Carroll County Area Technology Center (Carrollton, KY)
Carroll County High (Hillsville, VA)
Carroll County High School (Carrollton, KY)
Carroll El (Corsicana, TX)
Carroll El (Frisco, TX)
Carroll H S (Corpus Christi, TX)
Carroll High School (Carroll, IA)
Carroll High School (Dayton, OH)
Carroll High School (Fort Wayne, IN)
Carroll High School (Monroe, LA)
Carroll High School (Ozark, AL)
Carroll High School Career Center (Ozark, AL)
Carroll Manor Elementary (Adamstown, MD)
Carroll Senior H S (Southlake, TX)
Carroll Senior High School (Flora, IN)
Carroll Springs School (Westminster, MD)
Carroll T Welch El (El Paso, TX)
Carrolls Elementary (Kelso, WA)
Carrollton Area Career Center (Carrollton, MO)
Carrollton Elementary (New Carrollton, MD)
Carrollton High School (Carrollton, GA)
Carrollton High School (Carrollton, IL)
Carrollton High School (Saginaw, MI)
Carrollton High School-Carrollton Middle School (Carrollton, OH)
Carrollton School-Sacred Heart (Miami, FL)
Carrollton Senior High (Carrollton, MO)
Carrolltowne Elementary (Sykesville, MD)
Carrollwood Day School (Tampa, FL)
Carson Christian School (Carson, CA)
Carson City Correctional Facility (Carson City, MI)
Carson Citycrystal Alternative Academy (Carson City, MI)
Carson Citycrystal High School (Carson City, MI)
Carson El (San Antonio, TX)
Carson Elementary (Carson, WA)
Carson High (China Grove, NC)
Carson High School (Carson City, NV)
Carson Parke (Houston, TX)
Carson Senior High (Carson, CA)
Carson Valley Childrens Aid (Flourtown, PA)
Carson-Gore Academy Of Enviornmental Studies (Los Angeles, CA)
Carsonvilleport Sanilac HS (Carsonville, MI)
Carsonvilleport Sanilac Learning Center (Carsonville, MI)
Carter And Macrae El Sch (Lancaster, PA)
Carter Christian Academy (Hitchins, KY)
Carter City Elementary School (Grayson, KY)
Carter County Career And Technical Center (Olive Hill, KY)
Carter County High School (Ekalaka, MT)
Carter G. Woodson Academy (Lexington, KY)
Carter G. Woodson Elementary School (Jacksonville, FL)
Carter G. Woodson Middle (Hopewell, VA)
Carter G. Woodson Public Charter (Fresno, CA)
Carter G. Woodson School (Winston-Salem, NC)
Carter High School (Strawberry Plains, TN)
Carter High School (Winston Salem, NC)
Carter Middle School (Warren, MI)
Carter Parramore Academy (Quincy, FL)
Carter School (Boston, MA)
Carter-Riverside H S (Fort Worth, TX)
Carteret High School (Carteret, NJ)
Cartersville High School (Cartersville, GA)
Carterville High School (Carterville, IL)
Carterville Intermediate Sch (Carterville, IL)
Carterville Jr High Sch (Carterville, IL)
Carthage Christian Academy (Carthage, MS)
Carthage Elementary (Carthage, TN)
Carthage Elementary School (Carthage, NY)
Carthage H S (Carthage, TX)
Carthage High School (Carthage, MO)
Carthage Jr. High (Carthage, MO)
Carthage Senior High School (Carthage, NY)
Carthage Technical Ctr. (Carthage, MO)
Cartwright School (Phoenix, AZ)
Caruthers High (Caruthers, CA)
Caruthersville High (Caruthersville, MO)
Carver (Charles J.) Elementary (Cerritos, CA)
Carver (G.W.) Educational Center (Frankford, DE)
Carver Alter Lrn Ctr (San Angelo, TX)
Carver Career Center (Charleston, WV)
Carver College And Career Academy (Chester, VA)
Carver College And Career Academy (Memphis, TN)
Carver Elementary (Los Angeles, CA)
Carver Elementary (Mount Olive, NC)
Carver Elementary (Wendell, NC)
Carver Elementary School (Dubuque, IA)
Carver Exceptional Center (Tampa, FL)
Carver H S For Applied Tech/Engineering/Arts (Houston, TX)
Carver High (Winston Salem, NC)
Carver High School (Atlanta, GA)
Carver High School (Columbus, GA)
Carver HS (Philadelphia, PA)
Carver Middle (Chester, VA)
Carver Middle School (Delray Beach, FL)
Carver Middle School (Leesburg, FL)
Carver Middle School (Monroe, GA)
Carver Middle/High School (Carver, MA)
Carver Military Academy HS (Chicago, IL)
Carver Primary School (Opelika, AL)
Carver Senior High School (Montgomery, AL)
Carver Stem Academy (Detroit, MI)
Carver Vocational-Technical High (Baltimore, MD)
Carvers Bay High (Hemingway, SC)
Carvers Bay Middle (Hemingway, SC)
Cary Academy (Cary, NC)
Cary Elementary (Cary, NC)
Cary High (Cary, NC)
Cary Jr High School (Cary, IL)
Cary-Grove Community High School (Cary, IL)
Casa (Oak Park, MI)
Casa Academy (Phoenix, AZ)
Casa De Oro Elementary (Spring Valley, CA)
Casa Esperanza Recovery Home (Laredo, TX)
Casa Grande High (Petaluma, CA)
Casa Grande Union High School (Casa Grande, AZ)
Casa Grande Union High School District Online (Casa Grande, AZ)
Casa Pacifica Nonpublic School (Camarillo, CA)
Casa Roble Fundamental High (Orangevale, CA)
Casady School (Oklahoma City, OK)
Casar Elementary (Casar, NC)
Cascade Brook School (Farmington, ME)
Cascade Career Prep High School (Akron, OH)
Cascade Christian -Junior High/High School (Puyallup, WA)
Cascade Christian Academy (Wenatchee, WA)
Cascade Elementary (Marysville, WA)
Cascade Elementary School (Renton, WA)
Cascade High (Dorris, CA)
Cascade High School (Cascade, MT)
Cascade High School (Everett, WA)
Cascade High School (Leavenworth, WA)
Cascade High School (Wartrace, TN)
Cascade Jr/Sr High School (Cascade, ID)
Cascade Junior High School (Turner, OR)
Cascade Junior-Senior High School (Cascade, IA)
Cascade Middle School (Auburn, WA)
Cascade Middle School (Eugene, OR)
Cascade Middle School (Longview, WA)
Cascade Opportunity Center (Aumsville, OR)
Cascade Parent Partnership Program (Seattle, WA)
Cascade School (Cascade, MT)
Cascade Senior High School (Clayton, IN)
Cascade Senior High School (Turner, OR)
Cascade View Elementary (Tukwila, WA)
Cascade Vista Baptist School (Kent, WA)
Cascades High School (New York, NY)
Cascadia Elementary (Ferndale, WA)
Cascadia Elementary (Seattle, WA)
Cascadia High School (Olympia, WA)
Cascadia Technical Academy Skills Center (Vancouver, WA)
Cascadilla School (Ithaca, NY)
Cascia Hall Preparatory School (Tulsa, OK)
Casco Bay High School (Portland, ME)
Case Avenue El Sch (Sharon, PA)
Case High (Racine, WI)
Case Middle School (Watertown, NY)
Caseville School K12 (Caseville, MI)
Casey County Area Technology Center (Liberty, KY)
Casey County High School (Liberty, KY)
Casey Elementary School (Jackson, MS)
Casey Middle School (East Amherst, NY)
Casey-Westfield Jr/Sr HS (Casey, IL)
Cashion Es (Cashion, OK)
Cashion HS (Cashion, OK)
Cashman James Ms (Las Vegas, NV)
Cashmere High School (Cashmere, WA)
Cashton Elementary (Cashton, WI)
Cashton Middle/High (Cashton, WI)
Casiano Cepeda (Intermedia) (Rio Grande, PR)
Casiano Cepeda Pre-Vocacional (Rio Grande, PR)
Casman Alternative Academy (Manistee, MI)
Casper Classical Academy (Casper, WY)
Cass Career Ctr. (Harrisonville, MO)
Cass City Jr And Sr High School (Cass City, MI)
Cass Co. Elem. (Archie, MO)
Cass High School (White, GA)
Cass Lake-Bena Area Lrng. Cntr. (Cass Lake, MN)
Cass Lake-Bena Secondary (Cass Lake, MN)
Cass Technical High School (Detroit, MI)
Cassadaga Valley Middle/High School (Sinclairville, NY)
Cassata High School (Fort Worth, TX)
Cassia Jr/Sr High School (Burley, ID)
Cassia Regional Technical Center (Burley, ID)
Cassopolis Alternative Ed (Cassopolis, MI)
Cassopolis High School (Cassopolis, MI)
Cassville High (Cassville, MO)
Cassville High (Cassville, WI)
Cast Tech H S (San Antonio, TX)
Castaic High (Castaic, CA)
Casterlin High (Blocksburg, CA)
Castile Christian Academy (Castile, NY)
Castille Elementary (Mission Viejo, CA)
Castilleja School (Palo Alto, CA)
Castle Bridge School (New York, NY)
Castle High School (Kaneohe, HI)
Castle High School (Newburgh, IN)
Castle Hill Elementary School (Lauderhill, FL)
Castle Park Elementary (Chula Vista, CA)
Castle Park Senior High (Chula Vista, CA)
Castle Rock (Crescent City, CA)
Castle Rock High School (Castle Rock, WA)
Castle Rock Middle School (Castle Rock, WA)
Castle South Middle School (Newburgh, IN)
Castle Valley Center (Price, UT)
Castle View High School (Castle Rock, CO)
Castleberry H S (Fort Worth, TX)
Castleford School (Castleford, ID)
Castleman Creek El (Hewitt, TX)
Castlemont Elementary (Campbell, CA)
Castlemont High (Oakland, CA)
Castleton Academy High School Of Oceanside (Oceanside, NY)
Castlewood High (Castlewood, VA)
Castlewood High School - 01 (Castlewood, SD)
Caston Jr-Sr High School (Fulton, IN)
Castor High School (Castor, LA)
Castro Valley High (Castro Valley, CA)
Caswell State Preschool (Ceres, CA)
Catalina Elementary (Orlando, FL)
Catalina Foothills High School (Tucson, AZ)
Catalina High School (Tucson, AZ)
Catalina Online Learning Experience (Tucson, AZ)
Catalyst Academy (New London, WI)
